"Data Source","World Development Indicators",

"Last Updated Date","2018-01-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","12.4600158055169","12.5855345449194","12.6931167041416","12.8067650233897","12.8968751118588","12.9400875725321","12.9340554316661","12.9068580878989","12.8735390860102","12.8453134785332","12.8323179174744","12.8133608815427","12.7832933926737","12.7218834111274","12.5852764484268","12.2996102355533","11.9796437659033","11.600912278313","11.1858963408384","10.7552270471889","10.3000921784849","9.63512552088627","8.97744763434384","8.3215051988777","7.73101555352242","7.26840700475229","7.1463598025434","7.18675654242664","7.28346456692913","7.38706348413729","7.50187546886721","7.46343449528642","7.48926085024441","7.53896339253353","7.56388954822375","7.5297859450727","7.59453447727995","7.63457309494216","7.64328214294113","7.66842019883664","7.74283303304673","7.81757498376005","7.91892010728576","8.04145972792054","8.13983158969125","8.17042922604784","8.17148221550015","8.13269905897505","8.03921162255704","7.92114028010509","7.84277313525225","7.7245632065776","7.62510741028684","7.53104009769998","7.43838473845157","7.34520233078613","7.26148161535836","",
"Afghanistan","AFG","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","11.2647619875178","11.1951161748162","11.1843772722551","11.2293306948093","11.3084654344985","11.3870334404547","11.4081056079206","11.4742092993892","11.5824860652401","11.7094694664058","11.8165346299459","11.8499184272022","11.9072350215357","11.9914419332524","12.0925196727851","12.1868648865323","12.1944572975513","12.2186683077227","12.2690828068542","12.3461846216261","12.4375868158893","12.4217953892342","12.4398461280471","12.4994518922894","12.5920703498873","12.6898446016005","12.738597921667","12.8378659008214","12.9670410223361","13.0791921414434","13.1136278934417","13.097186416097","13.0676214904279","13.0232226214972","12.9802554874","12.9564682446949","12.9279904516144","12.9154211775881","12.9305125828422","12.9614125686789","12.9801105480704","12.9117089556321","12.8174583896759","12.7067804663936","12.6121844902009","12.5688031517021","12.6621281580555","12.8433831271818","13.0863044906049","13.3469238134409","13.5843549115632","13.7003983071944","13.7671990522228","13.7871596356304","13.7658041934051","13.7094675704623","13.691275731314","",
"Angola","AGO","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","10.4488936905192","10.8287802929608","11.3723368520559","12.0095689502214","12.5838489113476","12.9319566038611","12.9909371463004","12.9304913582232","12.7987656556274","12.6640782678381","12.5592908877991","12.4615289343007","12.431203194312","12.4509835145648","12.4751956433769","12.4503319739885","12.3604562082886","12.2930946011952","12.2543174568254","12.2441545054293","12.2462167833498","12.2462620433956","12.3055312749138","12.4091694468225","12.5290442089037","12.6335300801687","12.7028400890195","12.7910850041232","12.8967148367454","12.9914200034377","13.0280180761348","12.9819395878889","12.9399718034393","12.9079964456374","12.8926170170362","12.8879393806395","12.864926517041","12.8859361548043","12.9386609020525","12.988967209585","12.9946633764625","12.9435612241676","12.8942874228276","12.8500656492531","12.81003961774","12.7626940723744","12.6854893822249","12.6304974933532","12.5977231392003","12.5895028586604","12.6036813074166","12.6244579097694","12.6823402978","12.7645969092021","12.8557756033066","12.9433027847749","13.0274935008971","",
"Albania","ALB","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","10.5156862023397","10.5192451491071","10.6048258631387","10.751385135465","10.9326283469031","11.1287777891609","11.3353504569443","11.5638100828152","11.7979338451332","12.0134858273944","12.189721035663","12.3475151216836","12.4587634420188","12.5274302992304","12.5424734528043","12.4819410763119","12.3291702034338","12.1208892430254","11.8759642342327","11.6334451369144","11.4286522345761","11.2707975123338","11.1475677577138","11.0474817857251","10.9461042470135","10.8234572691575","10.6917884724325","10.5484761574899","10.4033017864415","10.2742400442008","10.1756655363413","10.1989697452688","10.3013770764832","10.4640066385451","10.675027418018","10.9284125254866","10.7774774644689","10.7283343817785","10.7637110166856","10.8377653210652","10.8968792350025","10.9232927034585","10.8918478295346","10.8104746822728","10.7026531139301","10.5832353200243","10.3506807663172","10.1433569620053","9.9612698472014","9.78690567813849","9.59241423483203","9.1001720889421","8.55759202934265","7.97440639704083","7.39573647882831","6.86782752104356","6.49261705815196","",
"Andorra","AND","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","11.4948128457201","11.6509293025291","11.832002202265","12.0382901082071","12.242034554534","12.3976610204706","12.4374827660398","12.4599813847687","12.4791760159855","12.5090393593177","12.548323610351","12.5483626099591","12.576252659528","12.6228771334134","12.6701872525409","12.6975635825005","12.6694301175403","12.6503044523568","12.641548391334","12.6339461256535","12.6101563993994","12.5194789878187","12.4337470397615","12.3601435928451","12.306675811873","12.2747038575963","12.2332856690051","12.2200006762743","12.2360628002773","12.2745915473239","12.3331811117166","12.3630745095177","12.4435626625766","12.499719942454","12.5487476278768","12.5479111883257","12.5215108051327","12.4827619223302","12.4410994318865","12.3892987792387","12.3098235374905","12.1659903894144","11.9910203401162","11.7989370305297","11.5964391198311","11.380558166134","11.1168069639072","10.8467475801663","10.589124181961","10.3586803484997","10.1611933965437","9.99286225649579","9.85621911362559","9.75460752260094","9.68695601831336","9.64835569812772","9.59664711167072","",
"United Arab Emirates","ARE","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","11.6468202605919","11.7922813462679","11.6057706608497","11.2296718972896","10.7419837349322","10.1941196503576","9.80561101187349","9.37883503342922","8.98681752970793","8.60440880488135","8.17631157053066","7.34251078239959","6.55004288745429","6.0245391940304","5.70577055977885","5.47108275620119","5.16796894000699","4.73047534970091","4.42452935594848","4.28428098653768","4.25825179287921","4.49900776268331","4.69480767988231","4.96214469803906","5.29858490238993","5.64594622960962","6.27329303117536","6.52453027191382","6.50999805323025","6.35806441220187","6.17870099396673","6.08298521510042","6.0771361788116","6.19636006994123","6.3560304655203","6.4468180845806","6.36885294746547","6.2546122799561","6.27830393705594","6.42692097007121","6.58764102301593","6.09337699564264","5.51074925147787","5.04209750881594","4.70135450895648","4.40761357738057","3.77710125193459","3.22125888775667","2.91879002857424","2.80313400107846","2.73093078637323","2.71320924908382","2.61736882419081","2.56204226989086","2.59565723291515","2.69252364885","2.80105914854456","",
"Argentina","ARG","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","9.46696641489216","9.53334938589541","9.58384850850124","9.61940022951851","9.63979281345449","9.64176258500134","9.63603677742363","9.61456413747163","9.57955479877951","9.53279265992432","9.47439439643269","9.42540867970149","9.36690978337271","9.30118623732549","9.22763500187578","9.14453551378885","9.05189621818538","8.96954706536315","8.90672438507942","8.87809673271728","8.89307095271695","8.92609767776528","8.99956644349754","9.1011894090302","9.23070848896004","9.40034634574184","9.63937517305262","9.90154285241777","10.1663582161215","10.3750846915899","10.4639281420035","10.4138163909874","10.2642237173646","10.0484130693391","9.83453369041855","9.68124806954227","9.58268639515382","9.53597751733247","9.52378778095969","9.51649341706917","9.49444229745397","9.46828313429149","9.43164235555318","9.38620561184325","9.3282395839266","9.24923664062341","9.14156247559828","9.01741929382419","8.8842118202447","8.76227563703126","8.6725535211723","8.62402870611081","8.60265097090707","8.59942416286427","8.59500482108077","8.57232127668848","8.53225300434693","",
"Armenia","ARM","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","8.56588198684165","9.20966695409414","9.8789386623242","10.5552104093875","11.2245780797582","11.8723991094234","12.4851259987152","13.0593486218957","13.5716489167616","13.9790889717634","14.2435698077191","14.3655621776858","14.3314608392052","14.1795893942462","13.9193757396865","13.5256021282851","12.9426770228725","12.2621195935637","11.5489296154126","10.8977835507518","10.3884357811751","10.0358523441616","9.81956127414457","9.70275886207462","9.62929706742491","9.55647454312984","9.38571429434506","9.26038378902537","9.19109762028936","9.19420381602283","9.27816534883436","9.31014864690025","9.41471844730593","9.58492715271318","9.80931575521292","10.0803535925523","10.4245942514187","10.7692870815732","11.0920888680876","11.3349108526945","11.4274293003285","11.2178477726947","10.8755629701946","10.4456385549305","9.98212491016385","9.51323519760776","8.97649552516631","8.45478508396968","7.96730504289343","7.55331420627643","7.25130909496045","7.01467340745827","6.87276975376822","6.79649857693889","6.77163911658978","6.80534885756806","6.89714597345937","",
"American Samoa","ASM","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
